Sample	2mm tape 
date	07/01/2025
	
Temperature (K)	77.00
Angle (deg.)	0.000000
field / T	0.200000
	
		
Approx. trace time (s)	120.0	
		
Current / A	V1  -sample/ uV	time/s
-0.018069	-0.504996	0.000000
-0.018249	-0.493913	0.045000
-0.018182	-0.482130	0.091000
-0.018298	-0.417898	0.138000
-0.019077	-0.397984	0.307000
-0.018194	-0.378331	0.354000
-0.018665	-0.361235	0.399000
-0.018377	-0.346166	0.446000
-0.018912	-0.324551	0.492000
-0.018457	-0.307966	0.538000
-0.018506	-0.293872	0.584000
-0.010049	-0.246642	0.759000
0.018671	-0.236137	0.805000
0.045061	-0.221914	0.851000
0.069139	-0.216689	0.897000
0.094826	-0.212414	0.943000
0.118028	-0.200202	0.989000
0.143773	-0.190553	1.035000
0.168263	-0.173731	1.082000
0.193700	-0.164993	1.128000
0.219255	-0.155929	1.174000
0.244963	-0.153791	1.220000
0.328658	-0.103716	1.267000
0.354124	-0.087586	1.423000
0.378766	-0.067127	1.468000
0.403778	-0.048078	1.515000
0.428951	-0.024689	1.562000
0.454125	0.002241	1.607000
0.478473	0.023994	1.652000
0.565783	0.055681	1.699000
0.591287	0.164553	1.860000
0.615886	0.198251	1.906000
0.640746	0.237273	1.952000
0.664915	0.275017	1.998000
0.690010	0.307026	2.044000
0.715077	0.337300	2.090000
0.740921	0.364696	2.137000
0.765942	0.387120	2.183000
0.791038	0.397429	2.228000
0.816243	0.407225	2.275000
0.841369	0.416740	2.322000
0.924733	0.396115	2.368000
0.949754	0.381912	2.524000
0.974491	0.364907	2.569000
0.999545	0.342538	2.615000
1.024386	0.317656	2.660000
1.049534	0.291879	2.706000
1.073980	0.262339	2.752000
1.161728	0.236177	2.797000
1.186619	0.156580	2.960000
1.210956	0.134378	3.006000
1.235869	0.118888	3.052000
1.260841	0.100240	3.098000
1.286284	0.090110	3.144000
1.311387	0.080441	3.189000
1.336612	0.077803	3.236000
1.361796	0.082653	3.281000
1.386977	0.089919	3.328000
1.410798	0.103308	3.374000
1.435115	0.121251	3.421000
1.635023	0.305831	3.466000
1.660039	0.300298	3.834000
1.756443	0.302962	3.881000
1.781451	0.269505	4.059000
1.806891	0.266231	4.106000
1.832288	0.259788	4.152000
1.857653	0.252228	4.198000
1.882274	0.249425	4.244000
1.907559	0.249956	4.290000
1.932498	0.247819	4.337000
1.957009	0.251878	4.382000
1.981290	0.253162	4.428000
2.006460	0.254816	4.475000
2.031887	0.260740	4.520000
2.116134	0.268744	4.566000
2.141523	0.266021	4.722000
2.166472	0.264886	4.769000
2.190584	0.268080	4.814000
2.215653	0.264137	4.861000
2.240262	0.269275	4.906000
2.265481	0.270099	4.951000
2.467099	0.267810	4.998000
2.492218	0.232248	5.372000
2.517516	0.229632	5.418000
2.542487	0.227604	5.464000
2.567974	0.230878	5.509000
2.593167	0.238320	5.556000
2.618018	0.250512	5.601000
2.703885	0.286045	5.647000
2.728796	0.293547	5.807000
2.752949	0.301234	5.853000
2.777935	0.308699	5.899000
2.803152	0.317475	5.945000
2.828295	0.327995	5.991000
2.853550	0.341244	6.037000
2.948366	0.354102	6.084000
2.973988	0.414121	6.260000
2.999401	0.435400	6.306000
3.023883	0.456758	6.352000
3.048849	0.474371	6.398000
3.073044	0.495161	6.444000
3.098565	0.513173	6.491000
3.123535	0.525490	6.537000
3.149090	0.531380	6.582000
3.173950	0.542787	6.629000
3.199452	0.549743	6.676000
3.224834	0.555775	6.722000
3.307585	0.593166	6.768000
3.333092	0.607090	6.924000
3.357796	0.627375	6.970000
3.383246	0.642034	7.016000
3.408412	0.669555	7.062000
3.433538	0.701510	7.108000
3.458851	0.725582	7.154000
3.544569	0.759096	7.200000
3.569398	0.839189	7.359000
3.593553	0.845320	7.406000
3.618871	0.845595	7.452000
3.643908	0.845965	7.497000
3.669197	0.840023	7.544000
3.693958	0.833921	7.590000
3.719307	0.831257	7.636000
3.744900	0.833376	7.682000
3.769102	0.837464	7.728000
3.793468	0.859004	7.774000
3.818385	0.877464	7.820000
3.903330	0.887913	7.867000
3.928173	0.873490	8.022000
3.953238	0.863151	8.068000
3.977958	0.850082	8.114000
4.002120	0.838478	8.159000
4.026682	0.833831	8.205000
4.051523	0.824636	8.250000
4.139496	0.818714	8.296000
4.164424	0.811507	8.459000
4.189813	0.815451	8.506000
4.214902	0.824766	8.552000
4.240398	0.833751	8.598000
4.265284	0.848573	8.644000
4.290417	0.860537	8.690000
4.315682	0.877023	8.737000
4.340080	0.887468	8.783000
4.364509	0.898905	8.829000
4.389698	0.906908	8.875000
4.415150	0.927463	8.921000
4.614347	0.905971	8.968000
4.639595	0.894115	9.336000
4.735498	0.899599	9.382000
4.760579	0.899930	9.559000
4.785949	0.901811	9.606000
4.810724	0.900120	9.651000
4.835715	0.901537	9.697000
4.860065	0.906916	9.743000
4.884639	0.907177	9.789000
4.909475	0.922287	9.835000
4.934703	0.925975	9.880000
4.960052	0.935414	9.927000
4.985066	0.935755	9.973000
5.009860	0.938228	10.019000
5.093452	0.915441	10.065000
5.118197	0.900485	10.220000
5.143834	0.890322	10.267000
5.168750	0.887873	10.313000
5.193873	0.886368	10.359000
5.218987	0.890971	10.406000
5.244443	0.898174	10.452000
5.446581	0.905410	10.498000
5.471731	0.924910	10.872000
5.496611	0.920871	10.918000
5.521693	0.912768	10.964000
5.546895	0.913753	11.010000
5.571484	0.915110	11.057000
5.595903	0.918709	11.102000
5.682008	0.947631	11.149000
5.706539	0.952606	11.307000
5.731930	0.967976	11.353000
5.757110	0.978126	11.399000
5.782284	0.990212	11.445000
5.807304	1.000623	11.491000
5.832215	1.014352	11.537000
5.927705	1.023671	11.583000
5.951627	1.037070	11.758000
5.976808	1.035813	11.805000
6.001408	1.030347	11.851000
6.026090	1.023561	11.896000
6.051288	1.015718	11.943000
6.076457	1.003791	11.988000
6.101558	0.994402	12.035000
6.126608	0.981324	12.081000
6.150963	0.971315	12.127000
6.175476	0.960599	12.172000
6.200947	0.953498	12.218000
6.285288	0.915794	12.265000
6.310939	0.903037	12.421000
6.335741	0.892920	12.467000
6.360239	0.878777	12.513000
6.384902	0.867807	12.559000
6.409992	0.860660	12.605000
6.435277	0.854245	12.651000
6.522205	0.845483	12.697000
6.547459	0.825529	12.859000
6.572453	0.826338	12.905000
6.597318	0.823020	12.951000
6.622658	0.822915	12.997000
6.647864	0.816324	13.043000
6.673048	0.809668	13.090000
6.697516	0.799732	13.135000
6.722167	0.786409	13.181000
6.746980	0.770719	13.227000
6.772655	0.761333	13.274000
6.797864	0.752367	13.321000
6.882376	0.722837	13.366000
6.907707	0.722677	13.522000
6.931602	0.723032	13.568000
6.955726	0.720803	13.613000
6.981071	0.729064	13.659000
7.005771	0.722288	13.705000
7.030715	0.724687	13.751000
7.118187	0.720039	13.797000
